ztf_id,if_score,if_outlier
ZTF19abfibel,0.09139958894544054,1
ZTF19abeloei,0.11126554835685093,1
ZTF19abecaca,0.019538460357081344,1
ZTF19abcvrpm,0.0819996309421343,1
ZTF19abdrwsz,0.05926410224066625,1
ZTF19abexfad,0.1240527327508868,1
ZTF19abeytzv,0.11053905007691611,1
ZTF19abfdszw,0.10039913472335249,1
ZTF19abggnnp,0.09402203231025791,1
ZTF19abfsxpw,0.10949573142634383,1
ZTF19abfvhlx,0.13821751495501655,1
ZTF19abfiqjg,0.11268953683185279,1
ZTF19abfwtkw,0.11917713724171175,1
ZTF19abgfrbl,0.10466317034856942,1
ZTF19abgcbey,0.11683783359394767,1
ZTF19abgjlef,0.1407005062245425,1
ZTF19abgfuhh,0.10656377476630818,1
ZTF19abglmpf,0.05575108727603073,1
ZTF19abfloxk,0.0912738942044729,1
ZTF19abgmkef,0.12599958942974238,1
ZTF19abgncfz,0.1193811047362574,1
ZTF19abgndlf,0.11665343057049926,1
ZTF19abgprpq,0.11910714701863706,1
ZTF19abgpgyp,-0.031379110921057496,-1
ZTF19abgnuri,0.13485593556358005,1
ZTF18aarwxum,0.1035907883210751,1
ZTF19abgqvyr,0.09975365671695036,1
ZTF19abhdlxp,0.12744135581470895,1
ZTF19abhiayh,0.12023309015441097,1
ZTF19abgrcxs,0.12030998746680704,1
ZTF19abhjhes,0.11836947946879545,1
ZTF19abgsyrp,0.11386208221146349,1
ZTF19abgrmfu,0.10423377714586707,1
ZTF19abhduuo,0.09589556818041572,1
ZTF19abirbpd,0.1388439917387479,1
ZTF19abhxllw,0.08682461307489758,1
ZTF19abhzdjp,0.1272473864556155,1
ZTF19abhphah,0.09993492582167268,1
ZTF19abiahik,0.09095450872054156,1
ZTF19abhzelh,0.11227899613537334,1
ZTF19abhztqq,0.11235875158629849,1
ZTF19abhibzk,0.1394168098215951,1
ZTF19abidbya,0.10961052129846638,1
ZTF19abiahko,0.09516107027685639,1
ZTF19abfvnns,0.10841335460463425,1
ZTF19abidfxd,0.06909963245708939,1
ZTF19abguqsi,0.11504371399566865,1
ZTF19abheamc,0.05944778320194555,1
ZTF19abiszzn,0.12283909125579173,1
ZTF19abiqfxi,0.10585547747979485,1
ZTF19abiietd,-0.048440795354620536,-1
ZTF19abimkwn,0.09472973973802057,1
ZTF19abimlck,0.017704631403783977,1
ZTF19abjamgc,0.11737663064650322,1
ZTF19abjarhj,0.14319046076854408,1
ZTF19abimzvh,0.1354825330482482,1
ZTF19abkdehm,0.13093256049734725,1
ZTF19abitbcj,0.07925597515792182,1
ZTF19abjibet,0.1106032599394185,1
ZTF19abhzewi,0.11043955265500577,1
ZTF19abitljz,0.13456345576990153,1
ZTF19abjozed,0.13341102123926568,1
ZTF19ablpfhz,0.13229944423415774,1
ZTF19abjpntj,0.07784503641803764,1
ZTF19ablojrw,0.12200838339429165,1
ZTF19abjsmmv,0.0870676002478511,1
ZTF18aaxgwpl,0.11113833277315993,1
ZTF19abinjcy,0.11411111932699375,1
ZTF19ablfcjr,0.10938670357422098,1
ZTF18abugthp,0.12089162409549459,1
ZTF19abkdrir,0.12035763267370747,1
ZTF19ablusdf,0.07629346450706831,1
ZTF19abjioie,0.11735738493008846,1
ZTF19ablpnmk,0.08862598770778823,1
ZTF19ablovot,0.10684057092125498,1
ZTF19abjrjdw,0.08663115118312897,1
ZTF19abmpoxa,0.10948037436208419,1
ZTF19abmylxw,0.09865066564252134,1
ZTF19ablesob,0.107896936562973,1
ZTF19abnimpq,0.08747893529790407,1
ZTF19abmolyr,0.09992906492708747,1
ZTF19ablfdwt,0.06869119965839865,1
ZTF19abocled,0.1296118990330991,1
ZTF19abnmrqt,0.1113578641775288,1
ZTF19abnishu,0.13117342907318275,1
ZTF19abomiel,0.1212934027427287,1
ZTF19abopflp,0.11288373485603598,1
ZTF19abopyyu,0.12208412701018095,1
ZTF19abornyn,0.11562255831446727,1
ZTF19abormur,0.04495049074943752,1
ZTF19abowcic,0.13083446319306952,1
ZTF19abpbopt,0.056969999630074486,1
ZTF19aboxjlj,0.09867182425478505,1
ZTF19abpbqor,0.11435914762299065,1
ZTF19abpmetl,0.10155832228524697,1
ZTF19abpbbxx,0.12968777596887143,1
ZTF19abpgggu,0.11093015825531743,1
ZTF19abnacvf,0.12175781041012285,1
ZTF19abpidqn,0.07376590893111218,1
ZTF19abplfxs,0.11004951263012219,1
ZTF19abpelgt,0.10605347249070768,1
ZTF19abqqrgy,0.11802786468709509,1
ZTF19abqgzea,0.1371045704109512,1
ZTF19abqwsuf,0.11522110569709909,1
ZTF19abpztlw,0.1396218064327927,1
ZTF19abpxiff,0.12681707763558975,1
ZTF19abqanpy,-0.034903452092487464,-1
ZTF19abqgtqo,0.055001466348372885,1
ZTF19abqykei,0.09927205295807212,1
ZTF19abqhobb,-0.022565776498733592,-1
ZTF19abqhikf,0.04705359767856765,1
ZTF19abqlrtb,0.13250450437825262,1
ZTF19abqmjdq,0.11837568865488862,1
ZTF19abqsojs,0.09490072415345518,1
ZTF19abqqmui,0.13301831198457997,1
ZTF19abqrhvt,0.03859944415779354,1
ZTF19abpzuzd,0.11292984931450728,1
ZTF19abqrrto,-0.022298838893205386,-1
ZTF19abqsvgf,0.11156649246865308,1
ZTF19abpyqog,0.06653918499193817,1
ZTF19abqviuy,0.13545226623733025,1
ZTF19abqrhvy,0.05590396529004377,1
ZTF19abqwtfu,0.06627016610880349,1
ZTF19abqxhhr,0.10293218678366167,1
ZTF19abqysic,0.0706590861096193,1
ZTF19abqyoxt,0.07912161194673556,1
ZTF19abqyoxj,0.08848616366963452,1
ZTF19abrirmk,0.12328219247987587,1
ZTF19abqykyd,0.13670863081995083,1
ZTF19abrlvij,0.08639602391423434,1
ZTF19abrmlxu,0.12867806832403145,1
ZTF19abqxibq,0.1310278444704947,1
ZTF19abrogbl,0.10808724695020855,1
ZTF19abqmpsr,0.06285762029564085,1
ZTF19abrsssx,0.0730251466073758,1
ZTF19abrbmvt,0.07021268430167749,1
ZTF19abtnftd,0.12590440251978258,1
ZTF19abszdld,0.1167414289992415,1
ZTF19abtslqm,0.12636520827658138,1
ZTF19abtsnyy,0.077609730737915,1
ZTF19absfopz,0.1272101374638765,1
ZTF19abudlps,0.06796342802846644,1
ZTF19abtsrup,0.07806904667523529,1
ZTF19abueupg,0.06729705231102506,1
ZTF19abukakm,0.11205980823588307,1
ZTF19abuclhk,0.10904503895268441,1
ZTF19abirmkt,0.04879113250805206,1
ZTF19abrcvzz,0.1167798417980006,1
ZTF19abwsecm,0.056426600880698397,1
ZTF19abuxhqc,0.1423936983192987,1
ZTF19abuhlxk,0.0509459699573086,1
ZTF19abucvgu,0.08928648634970171,1
ZTF19abujhgm,0.11130181316463839,1
ZTF19abvanim,0.10426511911143593,1
ZTF19abvalfd,0.06757713648452807,1
ZTF19abvdbyx,0.09049224718087945,1
ZTF19abvdgqo,0.08877459252035491,1
ZTF19abuayqg,0.11816157105772324,1
ZTF19abvhkst,0.0854608243538349,1
ZTF19abvgnxg,0.12682663421699775,1
ZTF19abvgwvp,0.12251418121403274,1
ZTF19abvhduf,-0.017713394816422645,-1
ZTF19abuzinv,0.004127921899868048,1
ZTF19abupned,0.11925787771637814,1
ZTF19abulzhy,0.1180337816689318,1
ZTF19aburnqh,0.08464021368248442,1
ZTF19abwztsb,-0.05624183235764768,-1
ZTF19abulzlj,0.12485851154043931,1
ZTF19abwaohs,0.1242294677319084,1
ZTF19abwnpus,0.1356105151290969,1
ZTF19abwouqp,0.14360015462522846,1
ZTF19abwswzb,0.10783518436630557,1
ZTF19abxekxi,0.09866859789540172,1
ZTF19abxfunp,0.12307335667026198,1
ZTF19abxgmzr,0.11323878539071885,1
ZTF19abwsdic,0.11801006236312528,1
ZTF19abxjrge,0.11528222904766017,1
ZTF19abuzpmr,0.13421560369862612,1
ZTF19abxnycf,0.1230928397697112,1
ZTF19abwsagv,0.11248393540377993,1
ZTF19abvjcii,0.030899944747251995,1
ZTF19abxfhrq,0.1147327248723004,1
ZTF19abxtdgh,0.08985871197859963,1
ZTF19abwsxug,0.11041759732796252,1
ZTF19abxtcio,0.12500006932153085,1
ZTF19abxvles,0.1290481621416264,1
ZTF19abxvtmn,0.07619413627952831,1
ZTF19abxdnzt,0.06394030905142822,1
ZTF19abxdnhr,0.13481063399859788,1
ZTF19abycslo,0.12128253321918009,1
