ztf_id,ae_mse
ZTF19acxrihd,0.8011121
ZTF19acxyumq,0.22096701
ZTF19acxyfkf,0.14684911
ZTF19acyfkbf,0.15076269
ZTF19acygjmg,0.1754093
ZTF19acygjgx,0.3858308
ZTF19acyfakk,0.07137649
ZTF19acyitga,0.1710107
ZTF19aczjsqn,0.3622734
ZTF19acyjysk,0.36967096
ZTF19acykjcw,0.11923602
ZTF19acyksfd,0.258877
ZTF19acyldun,0.23707364
ZTF19acytidb,0.1700374
ZTF19acynije,0.14281836
ZTF19aczllns,0.26983178
ZTF19acyogvo,0.26549318
ZTF19acyqwlm,0.54382926
ZTF19acykqyr,0.2492534
ZTF19acytcsg,0.31585208
ZTF19acxxwiz,0.20846786
ZTF19adavzew,0.48423922
ZTF19acyogrm,0.6885474
ZTF19aczlldp,0.46769142
ZTF19aczrmvs,0.501507
ZTF19adafqoe,0.17833334
ZTF19adaivcf,0.47517186
ZTF19adajqcq,0.19639115
ZTF19adajqwl,0.2036653
ZTF19acyjjni,0.32945654
ZTF19acyqdxa,0.18469073
ZTF20aacbyec,0.35473403
ZTF19adcfsad,0.19629683
ZTF19adcecwu,0.23606803
ZTF19adbnfne,0.10331983
ZTF19adbnlki,0.13098542
ZTF19adbpulv,0.38413194
ZTF19adbricc,0.43507254
ZTF20aabconi,0.24040025
ZTF19adbsblp,0.30877134
ZTF19adcdgca,0.20187487
ZTF19adcdrng,0.07828787
ZTF19adcdzjm,0.08155437
ZTF19adcetym,0.34934667
ZTF19adcfsoc,0.32626775
ZTF18aaizerg,0.57767224
ZTF19adcdtkw,0.15731217
ZTF20aaaxacu,0.16465363
ZTF19adccrca,0.26429674
ZTF19adcdtyy,0.20623308
ZTF20aaaddgy,0.34269693
ZTF20aaactgu,0.1949418
ZTF20aaavvlv,0.5212752
ZTF20aaaxrad,0.23367491
ZTF20aaawmxq,0.3475911
ZTF20aabcouv,0.281261
ZTF20aabqdbo,0.23247166
ZTF20aabqiav,0.11674586
ZTF20aabqihu,0.111571245
ZTF20aabqisb,0.38484403
ZTF20aaayaet,0.15075558
ZTF20aabqjht,0.16146338
ZTF20aadcdzj,0.13014024
ZTF20aadchdd,0.32740536
ZTF20aacevxq,0.11892114
ZTF20aacbtgq,0.22239803
ZTF20aadvaoi,1.5333238
ZTF20aaczkyw,0.2775067
ZTF20aadcitq,0.1577852
ZTF20aadfyjl,0.12486954
ZTF20aadxrvb,0.37469622
ZTF20aadxvfj,0.13750848
ZTF20aadyyvk,0.5764598
ZTF20aaifybu,0.29115704
ZTF20aadvunl,0.2025035
ZTF20aafrjqw,0.11946123
ZTF20aadyukn,0.33367404
ZTF20aaelulu,0.5872685
ZTF20aabbvcx,0.10015695
ZTF20aaeopvv,0.098834164
ZTF20aaeoqqd,0.45354167
ZTF20aaepsqa,0.25318173
ZTF20aaerqjd,0.2409184
ZTF20aaerxsd,0.10267419
ZTF20aaertpj,0.1888168
ZTF20aaesewy,0.12408905
ZTF20aaetrle,0.20595199
ZTF20aaetvkh,0.16215073
ZTF20aaeuxqk,0.12404435
ZTF20aaevbvv,0.27903667
ZTF20aaeszsm,0.13263291
ZTF20aaezizk,0.11080227
ZTF20aafcgca,0.2566122
ZTF20aafcjln,0.43644807
ZTF20aafckit,0.27721384
ZTF20aafclqz,0.16699138
ZTF20aafclxb,0.45436278
ZTF20aaezaxk,0.17701863
ZTF20aaffgwg,0.14531806
ZTF20aafjjqj,0.26390383
ZTF20aafciit,0.08268808
ZTF20aafrihv,0.24464954
ZTF20aafsnpp,0.19198002
ZTF20aafvzhu,0.1932724
ZTF20aagfjlj,0.10493075
ZTF20aaghoqz,0.2681022
ZTF20aaghpdc,0.1752043
ZTF20aahpwym,0.15966554
ZTF20aagjpmt,0.4310386
ZTF20aaglivt,0.17191935
ZTF20aafcnem,0.17601548
ZTF20aagnbpw,0.30950305
ZTF20aagloch,0.6454592
ZTF20aahbfmf,0.24125357
ZTF20aaieyuw,0.49848068
ZTF20aaghlkv,0.33064792
ZTF20aaghnxd,0.14148387
ZTF20aahqbun,0.22266993
ZTF20aahaxjl,0.2378744
ZTF20aahbamv,1.2241821
ZTF20aahdwze,0.3160291
ZTF20aahfobk,0.48023498
ZTF20aahgejq,0.29385012
ZTF20aahggbm,0.06030582
ZTF20aahptds,0.08448854
ZTF20aaieyup,0.23122598
ZTF20aahjymt,0.06536056
ZTF20aahkgcz,0.22962402
ZTF20aahpxzz,0.2472908
ZTF20aahqbib,0.24311343
ZTF20aahqbsr,0.24517064
ZTF20aahqcup,0.37554997
ZTF20aaifyrs,0.18074214
ZTF20aaifyvz,0.17159046
ZTF20aakzbfh,0.48921832
ZTF20aaifzfk,0.35105383
ZTF20aajbsxt,0.41207618
ZTF20aahzyep,0.19912905
ZTF20aaiqiti,0.2114761
ZTF20aaiaaoi,0.16677345
ZTF20aaichor,0.3594724
ZTF20aairvsi,0.11656239
ZTF20aajcdad,0.21612635
ZTF18aadzfso,0.17261681
ZTF20aalcyih,0.24078673
ZTF18aavrmlf,0.39688367
ZTF20aakbtyz,0.11197209
ZTF20aaknzba,0.13572043
ZTF20aakyoez,0.4923139
ZTF20aakodiq,0.28010404
ZTF20aakfofq,0.16183963
ZTF18adcdcrd,0.78285795
ZTF20aamdhut,0.46230775
ZTF20aalejtl,0.20723277
ZTF20aamamnp,0.31160694
ZTF20aalmeaj,0.3880397
ZTF20aamazzl,0.41324216
ZTF20aalrksw,0.4362056
ZTF20aalrptc,0.1259672
ZTF20aalrqbu,0.22122674
ZTF18abhgrff,0.5050018
ZTF20aajjxwc,0.42519483
ZTF18aaaibml,0.41431838
ZTF20aamfpcj,0.43588954
ZTF20aaljgcp,0.14999773
ZTF20aamaqak,0.1211488
ZTF20aalxlis,0.22967014
ZTF20aamiwbp,1.723742
ZTF20aamerev,0.9015186
ZTF20aammnnm,0.27204663
ZTF20aambbfn,0.54382604
ZTF20aamdqiz,0.12676401
ZTF20aamgdkb,0.14136204
ZTF20aamdyal,0.12350893
ZTF18aaybfsd,0.20690657
ZTF20aammhli,0.5103081
ZTF20aamdsjv,0.34141943
ZTF20aammbrw,0.18131901
ZTF20aammtwx,0.36609122
ZTF20aamnvij,0.25029555
ZTF20aamqslk,0.20109072
ZTF20aamsjws,0.15928759
ZTF20aandwrl,0.5486903
ZTF20aamttiw,0.8076916
ZTF20aamttmo,0.3005157
ZTF20aamttni,0.34434053
ZTF20aaodkvl,0.2839422
ZTF20aamqmhj,0.48335826
ZTF20aansktb,0.27000028
ZTF20aanvqbi,0.31493536
ZTF20aanyxvu,0.6059169
ZTF20aannodx,0.41974008
ZTF20aaoojli,0.4188982
ZTF20aaophpu,0.48929378
ZTF20aapchqy,2.1506612
ZTF20aanvsds,0.1871461
ZTF20aaowuim,0.41754362
ZTF20aapycrh,0.29841098
ZTF20aaoldej,0.36208144
ZTF20aapcmur,0.58459854
ZTF20aarbktd,0.19378701
ZTF20aasiwcu,0.6538999
ZTF20aaspvan,0.84910774
ZTF20aattqle,0.43491554
ZTF20aatqidk,0.24675299
ZTF20aattyuz,0.2059145
ZTF20aatqesi,0.19197875
ZTF20aatulug,0.16048735
ZTF20aatzwgk,0.4489501
ZTF20aattztb,0.29756373
ZTF18aakiwbs,0.3991303
ZTF20aatxnxq,0.33532742
ZTF20aatzhhl,1.0566659
ZTF20aauvbez,0.36793748
ZTF20aaumsrr,0.20041062
ZTF20aauoktk,0.30644414
ZTF20aayxdse,0.42240855
ZTF20aauombk,0.10472836
ZTF20aauooag,0.10044826
ZTF20aauowam,0.24267747
ZTF18aajivpr,0.26527306
ZTF20aauqhka,0.27379182
ZTF21abbomrf,0.42016116
ZTF20aaurucm,0.3195304
ZTF20aauvjws,0.16113648
ZTF20aausxam,0.2843156
ZTF20aautzif,0.13548253
ZTF20aaurhio,0.29878485
ZTF20aaurgib,0.24185143
ZTF20aauuiri,0.18674192
ZTF20aavhixe,0.14199217
ZTF20aawijco,0.18222651
ZTF20aaurexl,0.104720466
ZTF20aaurfcm,0.24982758
ZTF20aaurfhs,0.18225409
ZTF20aaurfwa,0.6026633
ZTF18aaoxrup,0.6333561
ZTF20aavhire,0.18070368
ZTF20aautscv,0.0887265
ZTF18aakkrjm,0.24514394
ZTF20aautzig,0.20228122
ZTF20aaurjbj,0.17250015
ZTF20aauwhyi,0.2020597
ZTF20aavdgib,0.2503053
ZTF20aauwjmw,0.257702
ZTF20aauvmix,0.21101163
ZTF20aaurzce,0.514938
ZTF20aavrukn,0.14177504
ZTF18aarikzk,0.08095851
ZTF20aaurknv,0.18162043
ZTF20aavcvrm,0.23607521
ZTF20aavdcxo,0.27500618
ZTF20aavhyel,0.19819564
ZTF18aawpwlf,0.20037133
ZTF20aavnnkm,0.13649213
ZTF20aavpnlv,2.169031
ZTF20aavfwdo,0.13803329
ZTF20aavzffg,0.2831906
ZTF20aavrzha,0.4382016
ZTF20aavrloz,0.3477498
ZTF20aavnnat,0.40519124
ZTF20aavnnqo,0.12149434
ZTF20aavnnzx,0.14033851
ZTF20aavpnqt,0.16636078
ZTF20aavptjf,0.20724271
ZTF20aavpyxo,0.30802247
ZTF20aavqfli,0.107355505
ZTF20aavrkxw,0.17812108
ZTF20aavzlxm,0.11313853
ZTF20aavtdxj,0.11199791
ZTF20aavvaup,0.6184625
ZTF20aawoojh,0.21395722
ZTF20aawgrcu,0.36165646
ZTF20aawdjlp,0.17001139
ZTF20aaxablt,0.25658032
ZTF20aawmlfq,0.14922522
ZTF20aaxccrm,0.21889149
ZTF20aaxhzhc,0.232502
ZTF20aaxxcms,0.40862808
ZTF20aawxsit,0.17120332
ZTF20aawqywr,0.19579488
ZTF20aaxahpk,0.2300715
ZTF20aaxfzhw,0.15853482
ZTF20aaxicpu,0.093197435
ZTF20aaxxepr,0.08192115
ZTF20aaxmtxg,0.1122453
ZTF20aaxndzx,0.25037587
ZTF20aaxuwuh,0.13487944
ZTF18aahatvc,0.14707457
ZTF20aaxvzja,0.2959802
ZTF20aayjyhp,0.17321385
ZTF20aaxunbm,0.27162945
ZTF18aangpkx,0.4030728
ZTF20aayjxdv,0.31065997
ZTF20aayknlo,0.11146708
ZTF20aaynrrh,1.6920726
ZTF20aaybvye,0.19784643
ZTF20aayprqz,0.24221316
ZTF18aahvndq,0.13826318
ZTF20aayvymx,0.12979564
ZTF20aayxldg,0.34041026
ZTF20aazdsjr,0.14154896
ZTF20aazdsty,0.21869306
ZTF20aazgtmp,0.30394113
ZTF20aazgxgk,0.26492107
ZTF20aayvubx,0.29727334
ZTF20aazhyrs,0.19650754
ZTF20aazhzna,0.28405955
ZTF20aazkjfv,0.17951852
ZTF20aazhtvi,0.15461904
ZTF20aazkxcw,0.21411762
ZTF20aaznpor,0.22026803
ZTF20acnwjwp,0.57588
ZTF20aazoqmh,0.18406259
ZTF20aazpaki,0.36457384
ZTF20aazrxef,0.20262852
ZTF20aazjwgh,0.21742342
ZTF20aazpwen,0.145988
ZTF20aazooyu,0.19447877
ZTF20aazswwk,0.2151077
ZTF20aazpyhy,0.19316441
ZTF20aazquhc,0.27602482
ZTF20aazstdx,0.31987298
ZTF20aazsyvu,0.1465579
ZTF20aazymxi,0.13674916
ZTF20abaknoz,0.26053655
ZTF20abatows,0.097961836
ZTF20abapyxl,0.18436822
ZTF20abatmsa,0.19169058
ZTF20abawgdl,0.11923213
ZTF20abajdvf,0.21737999
ZTF20abafzxx,0.1495948
ZTF20abahhml,1.5643727
ZTF20abasxmb,0.7615284
ZTF20abatdly,0.10854604
ZTF20abavnaw,0.25123462
ZTF20abavxpk,0.21106657
ZTF20abazekd,0.35419723
ZTF20abazgfi,0.12504913
ZTF20abbrptu,0.32861367
ZTF20abasqfx,0.21871112
ZTF18abhbqbh,0.11718748
ZTF20abajtzc,0.39789516
ZTF20abatfzl,0.12777743
ZTF20abbpory,0.14696608
ZTF20abbhyxu,0.1533143
ZTF20abaunmw,0.5082836
ZTF20abblqtl,0.16216627
ZTF20abbpkng,0.19582301
ZTF20abawtpy,0.15241708
ZTF20abccojn,0.16885357
ZTF20abbplei,0.15175201
ZTF20abbpkpa,0.21801324
ZTF20abcgjvq,0.120821305
ZTF20abbihor,0.32914627
ZTF20abcsbux,0.14524075
ZTF20abctyza,0.20865111
ZTF20abbozif,0.29616868
ZTF20abccixp,0.18057501
ZTF20abcgkom,0.15751968
ZTF20abchhuw,0.5331926
ZTF20abcbxpj,0.29905146
ZTF20abdtiti,0.31750593
ZTF19abkrbjt,0.21931984
ZTF20abcsjtx,0.09643397
ZTF20abdajyr,0.14523111
ZTF20abcwuwg,0.17099978
ZTF20abcqpdj,0.3003923
ZTF20abdxuew,0.17792939
ZTF20abdsunu,0.2542639
ZTF20abdxffu,0.31732628
ZTF20abdxoeu,0.34795788
ZTF20abdxouw,0.14529555
ZTF20abdxyae,0.2704679
ZTF20abdzrxo,0.11472049
ZTF20abefbnz,0.15008628
ZTF20abefdvd,0.24452938
ZTF20abedydu,0.18776198
ZTF20abedygm,0.2193302
ZTF20abedyov,0.31124955
ZTF20abeeyre,0.19897994
ZTF20abeeyrs,0.10099891
ZTF20abeeytg,0.14761466
ZTF20abefaya,0.18692277
ZTF20abefbpl,0.29107675
ZTF18aaiykoz,0.2166028
ZTF20abegate,0.13880895
ZTF20abeqsrm,0.21793799
ZTF20abefzfc,0.10467975
ZTF20abeglzu,0.12633389
ZTF20abeeahl,0.16451325
ZTF20abehvas,0.27756694
ZTF20abekbzp,0.15555272
ZTF20abekcdt,0.22851957
ZTF20abegopd,0.7671173
ZTF20abeldyn,0.1257374
ZTF20abeljuj,0.39327326
ZTF20abelnha,0.27899152
ZTF20abeoicg,0.33882573
ZTF20abeolig,0.09365836
ZTF20abeolsw,0.118695214
ZTF20abejvpr,0.13684186
ZTF20abfhzhm,0.08037612
ZTF20abfadah,0.22214942
ZTF20abewogd,0.116149925
ZTF20abfklsy,0.23832761
ZTF18aarbaba,0.28591034
ZTF20abffaxl,0.3189379
ZTF20abfcrzj,0.16106234
ZTF20abfcsnk,0.39725325
ZTF20abfqeef,0.26072866
ZTF20abgfljj,0.13889307
ZTF20abgoocl,0.16039166
ZTF20abfsemq,0.26619998
ZTF20abfemvr,0.7815477
ZTF20abfybms,1.0919682
ZTF20abfyriw,0.4496148
ZTF20abgdtmv,0.14801663
ZTF20abgbxfm,0.14018191
ZTF20abgbxzn,0.18200363
ZTF20abgdspk,0.2333439
ZTF20abgfekk,0.48216388
ZTF20abgwfek,0.2859885
ZTF20abgwgqj,0.086695954
ZTF20abgevcw,0.22853278
ZTF20abguygh,0.27137244
ZTF20abgijph,0.2172718
ZTF20abgpksj,0.14585042
ZTF20abgbwmt,0.66197103
ZTF20abgzvff,0.18950222
ZTF20abjyoty,0.5964175
ZTF20abgfvav,0.14595075
ZTF20abhrmxh,0.21478628
ZTF20abhlncz,0.09510496
ZTF20abjbgjj,0.2940912
ZTF20abhvnzc,0.20728059
ZTF20abhzgly,0.25149107
ZTF20abhmnom,0.13656196
ZTF20abisvtr,0.10078573
ZTF20abixkhh,0.23741874
ZTF20abipuee,0.28129283
ZTF20abjaapj,0.19662736
ZTF20abjatqy,0.14635858
ZTF20abjbiqf,0.11734447
ZTF20abjlaim,0.17084093
ZTF20abjcuep,0.18628965
ZTF20abjonjs,0.26958022
ZTF20abjwuju,0.14124413
ZTF20abjuxoy,0.16609044
ZTF20abjpvce,0.38133934
ZTF20abjubmm,0.116680026
ZTF20abjwuuv,0.08369649
ZTF20abjwvdh,0.17179559
ZTF20abjkvyt,0.21527672
ZTF20abkcril,0.11408666
ZTF20abkdpsy,0.17056502
ZTF20abkacis,0.1585049
ZTF20abjxrhg,0.106394745
ZTF20abkfhzy,0.334732
ZTF20abkgypx,0.09539656
ZTF20abjxwga,0.20537606
ZTF20ablnjvp,0.27222234
ZTF20abkzhpk,0.10077832
ZTF20abkrwdu,0.0761702
ZTF19aaphntn,0.11709888
ZTF20ableiem,0.35177568
ZTF20ablklei,0.23055944
ZTF20ablkswc,0.23504777
ZTF20ablqbvc,0.10741622
ZTF20abmihnc,0.34413603
ZTF19aaarhtg,0.24292229
ZTF20ablxtlp,0.21369481
ZTF20ablygyy,0.99262774
ZTF20abmapla,0.102536395
ZTF20abmcxct,0.45740458
ZTF20abmdfcy,0.124887854
ZTF20abmectx,0.11270705
ZTF20abmudrv,0.25383952
ZTF20abmxstg,0.18305863
ZTF20abmsxxr,0.15234537
ZTF20abmbycd,0.14252646
ZTF20abmxovj,0.14491916
ZTF20abndzyc,0.14907406
ZTF20abndopb,0.10948556
ZTF20abmbxrq,0.24087039
ZTF20abnmahn,0.19379292
ZTF20abmzfql,0.23733594
ZTF20abmxtnh,0.17113425
ZTF20abobpcb,0.5975446
ZTF20abodgpt,0.22045383
ZTF20aboquuv,0.2456408
ZTF20abonvte,0.1488515
ZTF20abpglei,0.12659241
ZTF20abpuijn,0.13002992
ZTF20abnrdse,1.5278889
ZTF20abptxls,0.1530282
ZTF20abpeyat,0.20121302
ZTF20abowpvf,0.22733809
ZTF20abpmqnr,0.15775858
ZTF20abpuxna,0.40456054
ZTF20abpuyau,0.18499969
ZTF20abpvolc,0.21461286
ZTF20abqcvtk,0.16970378
ZTF20abqaqgv,0.2363752
ZTF20abpyplw,0.1937297
ZTF20abpyxja,0.26409367
ZTF20abpqdgh,0.13614392
ZTF20abqdkne,0.3909642
ZTF20abqbzuv,0.20610294
ZTF20abqetet,0.2359332
ZTF20abqefja,0.3825798
ZTF20abqgzhh,0.31611735
ZTF20abqgbum,0.29817346
ZTF20abqlawg,0.15530647
ZTF20abrnvwf,0.16890903
ZTF20abqmtsh,0.24486011
ZTF20abqofgc,0.12155718
ZTF20abqhsxb,0.68458515
ZTF20abrgzfn,0.13437785
ZTF20abqosnh,0.1448111
ZTF20abquppg,0.32222426
ZTF20abrdvpj,0.29729202
ZTF20abswdbg,0.63720053
ZTF20abqferm,0.24728324
ZTF20abrnavu,0.11318722
ZTF20abrnklh,0.3338625
ZTF18abqyaix,0.3821308
ZTF20abrgyhd,0.33241636
ZTF20abuqali,0.32131064
ZTF18aatrkga,0.38832915
ZTF20abtfnpl,0.16004466
ZTF20absvtnc,0.17658287
ZTF20abtjjhb,0.15907297
ZTF20abrnvnn,0.21428841
ZTF20absvwdh,0.26972216
ZTF20abqlgtv,0.15727285
ZTF20abszyjg,0.19619597
ZTF20abuusst,0.39642543
ZTF20abtctgr,0.5509317
ZTF20abtsecq,0.09538445
ZTF20abtnpwt,0.10557023
ZTF20abthxfr,0.15725726
ZTF20abtkjfw,0.4405197
ZTF20abpuwxl,0.63804024
ZTF20abvyauy,0.21916987
ZTF20abqlmwn,0.6871418
ZTF20abuojuw,0.683656
ZTF20abupbub,0.17151175
ZTF20absfrbq,0.2451695
ZTF20abswjae,0.357032
ZTF20abucvpo,0.25124207
ZTF20abujoya,0.28644955
ZTF20abucjsa,0.46599236
ZTF20abvvnqh,0.108996995
ZTF20abusrwm,0.13800985
ZTF20abvowvw,0.24198721
ZTF20abvqibv,0.5493174
ZTF20abvquuo,0.1654563
ZTF20abwdaeo,0.17323515
ZTF20abvtozi,0.27650607
ZTF20abvyare,0.34104416
ZTF20abwavab,0.23464519
ZTF20abweedo,0.18915933
ZTF20abwkqxd,0.16223806
ZTF20abvykmy,0.11703825
ZTF20abushtf,0.21101227
ZTF20abwaoey,0.20330182
ZTF20abwcnhm,0.13777278
ZTF20abyfgri,0.14309424
ZTF20abwktfx,0.26427567
ZTF20abwdwoa,0.13342872
ZTF20abwrcmq,0.21680225
ZTF20abwynwj,0.40804923
ZTF20abwzqzo,0.3974471
ZTF20abwxywy,0.17778173
ZTF20abxpzxg,0.35235643
ZTF20abxfiev,0.30878538
ZTF20abxezim,0.19100885
ZTF20abxpoxd,1.0265838
ZTF20abxgxjd,0.15267847
ZTF20abxgwjr,0.25279936
ZTF20abxjefm,0.088252276
ZTF20abyiohf,0.16079837
ZTF20abxidyb,0.12711193
ZTF20abxyfye,0.16040613
ZTF20abxrsjb,0.19759633
ZTF20abygigy,0.100911185
ZTF20abwftit,0.33214998
ZTF20abxmwwd,0.35145503
ZTF20abywoaa,0.1384281
ZTF20abxzrqw,0.1156419
ZTF20abyjopm,0.12895946
ZTF20abyfmjr,0.10565878
ZTF20abywpkl,0.44200438
ZTF20abyiycy,0.14501114
ZTF20abyqdyg,0.2535833
ZTF20abylbuf,0.2750264
ZTF19acwqvvn,0.12404427
ZTF20abyptpc,0.26646286
ZTF20abyppuk,0.13813116
ZTF20abyjoxb,0.1733122
ZTF20abyvtds,0.11604016
ZTF20abyxjvm,0.14798476
ZTF20abywspv,0.16494884
ZTF20aborzxc,0.62492377
ZTF20abywsut,0.31299573
ZTF20abywydb,0.2954673
ZTF20abyznqs,0.2581639
ZTF20abyzomt,0.19308878
ZTF20abyzoof,0.8396521
ZTF20acaczen,0.13781749
ZTF20abyyfmw,0.3733101
ZTF20abyzbxa,0.19534083
ZTF20abyjpxx,0.15753058
ZTF20abyxnjo,0.17777444
ZTF20abyzprl,0.19774446
ZTF20abjfufv,0.20364037
ZTF20abzcokv,0.117742926
ZTF20abyzgzj,0.19020206
ZTF20abyskia,0.5242672
ZTF20abzjads,0.15023173
ZTF20abzjvse,0.12040076
ZTF20abzjpsv,0.19803838
ZTF20abzbfct,0.24764352
ZTF20abzjoxd,0.10918555
ZTF20abzoeiw,0.15001698
ZTF20abyxuky,0.22605291
ZTF20acberbd,0.122426055
ZTF20abzgegm,0.3005662
ZTF20abzaknn,0.10128344
ZTF20abzjcdg,0.24786611
ZTF20abzvxyk,0.17389092
ZTF20abzpxxu,0.34847444
ZTF20acauthg,0.23785692
ZTF20acberfr,0.19228362
ZTF20acbekkx,0.14390539
ZTF20accbsxa,0.14951402
ZTF20acbttnt,0.20571782
ZTF20acajvrj,0.103099495
ZTF20acbakkg,0.4103116
ZTF20acbovrt,0.14763385
ZTF20acbnoqi,0.12430971
ZTF20accovje,0.14509745
ZTF20achvdtx,0.550958
ZTF20acdnmpv,0.1466664
ZTF20accagnf,0.17232566
ZTF20accdijx,0.16587296
ZTF20acbeanu,0.1586278
ZTF20accodxy,0.18461609
ZTF20accrldu,0.2348288
ZTF20accsfkt,0.20153616
ZTF20acggzxc,0.22165498
ZTF20accxqqo,0.16694151
ZTF20accxzmn,0.10297766
ZTF20accmutv,0.40389472
ZTF20acdafau,0.19724287
ZTF20acdalpf,0.14888959
ZTF20acchxpm,0.10237105
ZTF20abzbtgm,0.58512634
ZTF20acdqjeq,0.110607125
ZTF20acectxy,0.27138704
ZTF20acedqis,0.16432188
ZTF20acezpem,0.1291835
ZTF20acfdmex,0.31006548
ZTF20aceeeuz,1.4931594
ZTF20aceyolc,0.10684455
ZTF20acfasbq,0.16127114
ZTF20aceqoer,0.19176222
ZTF20acflmyv,0.45674464
ZTF20acfnuee,0.17684506
ZTF20acfviac,0.14148307
ZTF20acfvsze,0.112751506
ZTF20acfqngt,0.18220277
ZTF20acfaonm,0.14044409
ZTF20acfvgdp,1.9700512
ZTF20acfucwr,0.28823516
ZTF20acfkyll,0.22538728
ZTF20acgbkji,0.12233572
ZTF20acgided,0.22453326
ZTF20acgmvsn,0.086439855
ZTF20acgdycd,0.12751436
ZTF20acgremo,0.24319571
ZTF20acgprcg,0.096079975
ZTF20acgigfo,1.0159235
ZTF20acgiglu,0.1527827
ZTF20achbkud,0.106757425
ZTF19aarmtgu,0.15383016
ZTF20acgkuay,0.28898525
ZTF20acggxac,0.16237736
ZTF20acfwrln,0.731225
ZTF20acgpqqr,0.073994584
ZTF20acgnbvv,0.2760543
ZTF20acgmqgv,0.44507512
ZTF20acgnelh,0.32273808
ZTF20acgnenc,0.15234199
ZTF20acgnrqu,0.29329836
ZTF20achdwmq,0.12476237
ZTF20achlced,0.79938054
ZTF20acgyvgs,0.14879695
ZTF20acgzjje,0.16116709
ZTF20achbekh,0.2204543
ZTF20achsoln,0.28843698
ZTF20achbejn,0.18493845
ZTF20achdcni,0.11480653
ZTF20achkgng,0.16807024
ZTF20achksbc,0.20520328
ZTF20acgsvwb,0.1469612
ZTF20achfdib,0.24289621
ZTF20achstwk,0.12928537
ZTF20achmgee,0.11860932
ZTF20achadaa,0.11075404
ZTF20acgznau,0.10050216
ZTF20achncxi,0.11050673
ZTF20achptde,0.10158524
ZTF20acveyyv,0.29206517
ZTF20achawym,0.09233394
ZTF20achrklb,0.08287781
ZTF20achsfcq,0.22668172
ZTF20achtpbn,0.07614879
ZTF20achtxbi,0.08836031
ZTF20achtzug,0.08518246
ZTF20acgnzhj,0.12106859
ZTF20achnfaa,0.17070204
ZTF20achusux,0.29683092
ZTF20aciubjh,0.4251304
ZTF20achncvv,0.26773635
ZTF20acitpfz,0.14727813
ZTF20achvmoj,0.17878346
ZTF20achwpvs,0.1401773
ZTF20achzugy,0.084237546
ZTF20aciaxil,0.17310975
ZTF20achncqp,0.22725123
ZTF20aciowcm,0.10781481
ZTF20aciievv,0.17970113
ZTF20acikuon,0.12108824
ZTF20acjfimy,0.07994566
ZTF20acisbek,0.16962922
ZTF20acitbmh,0.16513608
ZTF20acithxf,0.10426376
ZTF20acitoie,0.34871188
ZTF20aciuakv,0.07035729
ZTF20aciubfx,0.11694024
ZTF20aciudrr,0.11329871
ZTF20aciugdl,0.13088627
ZTF20acjhhqx,0.13595603
ZTF20aciwrpn,0.075280845
ZTF20acixidp,0.13236736
ZTF20acizliy,0.13138595
ZTF20acjbhhp,0.11374987
ZTF20acjlkpe,0.11225163
ZTF20acjutba,0.11694033
ZTF20ackdkva,0.11462361
ZTF20acjzzyr,0.25268868
ZTF20ackhzba,0.11999095
ZTF20ackkejs,0.12704389
ZTF20aclkcuu,0.15707566
ZTF20acknpig,0.2745372
ZTF20aclnsts,0.10587507
ZTF20acklcyp,2.83939
ZTF20aclgnds,0.10663032
ZTF20aclftuo,0.1522701
ZTF20ackitai,0.12955676
ZTF20acmafkf,0.19448557
ZTF20aclkvjy,0.2159238
ZTF20acjetyf,0.32668716
ZTF20aclkuqh,0.26712605
ZTF20aclnqle,0.33521816
ZTF20aclwowi,0.15541768
ZTF20aclxbwk,0.49458036
ZTF20aclzegl,0.195532
ZTF20acmaaan,0.36858082
ZTF20acmddof,0.28799888
ZTF20aclflxd,0.29094383
ZTF20acpyldh,0.44236755
ZTF20acnsinb,0.18160264
ZTF20acnywhz,0.23214512
ZTF20acnsgdb,0.18210268
ZTF20acnigox,0.10282068
ZTF20acmzoxo,0.14879528
ZTF20acmfacr,0.19548602
ZTF20aclggpx,0.37867737
ZTF20acobvxk,0.09812531
ZTF20acnviyk,0.2529692
ZTF20acngnrs,0.14977175
ZTF20acoqpbg,0.14585929
ZTF20acogesf,0.19754909
ZTF20acojxtb,0.13126141
ZTF20acocohy,0.39182854
ZTF20acnyxln,0.10103759
ZTF20acnzkxb,0.16056556
ZTF20acntqoh,0.09563754
ZTF20acoaqpm,0.1301586
ZTF20acobevy,0.24230914
ZTF20acobxlz,0.11019943
ZTF20acpbbqf,0.11680749
ZTF20acoxdas,0.26649198
ZTF20acowddo,0.10491352
ZTF18abrfccm,0.1750277
ZTF20acoqlav,0.074476734
ZTF20acoqlrd,0.17986368
ZTF20acoykif,0.31131443
ZTF20acorjop,0.15763572
ZTF20acordqz,0.2648078
ZTF20acowata,0.08777309
ZTF20acphccy,0.22394247
ZTF18aadsuxd,0.15585518
ZTF20acovdho,0.46150252
ZTF20acoojba,0.22705689
ZTF20acpcuwx,0.20565653
ZTF20acowuix,0.06811608
ZTF20acnznms,0.3047091
ZTF20acoxmsr,0.35678098
ZTF20acopmey,0.24260987
ZTF20acoyvdg,0.07895929
ZTF20acoyyly,0.16524172
ZTF20acoyfpk,0.4014037
ZTF19aanbpus,0.23308481
