ztf_id,n_total,n_g,n_r,span,max_gap,median_gap,mag_range,frac_imputed
ZTF19acvijnj,10,5,5,60.875161999836564,15.996921299956739,5.892222200054675,1.9000149999999998,0.0
ZTF19acukucu,16,8,8,62.78193290019408,12.826770900283009,2.999108800198883,1.7531500000000015,0.0
ZTF19acuybzx,26,8,18,68.80641209986061,9.799178199842572,2.969155100174248,2.869399999999999,0.0
ZTF19acvgjme,16,8,8,42.97994209965691,15.999525499995798,1.9595485995523632,1.7219000000000015,0.0
ZTF19acvmcdd,19,5,14,69.83597229979932,9.83922450011596,3.5138367998879403,2.1561159999999973,0.0
ZTF19acxovyh,25,12,13,85.78509259968996,17.894120400305837,2.980850700289011,3.5412549999999996,0.0
ZTF19acuymeu,11,5,6,49.765208300203085,9.846955999732018,3.60624419990927,2.331823,0.0
ZTF19acvtvlo,14,4,10,53.80148150026798,10.957199099939317,2.996689799707383,1.4798079999999985,0.0
ZTF19acxgwid,8,4,4,26.929756899829954,8.95321760000661,2.968599499668926,0.9152079999999998,0.0
ZTF19acwrrvg,67,32,35,84.96724529983476,7.931481500156224,0.9239120499696583,3.566006999999999,0.0
ZTF19actfxcd,19,10,9,76.97785879997537,20.9434143002145,3.447569399839267,2.0661000000000023,0.0
ZTF19acvrjzd,60,21,39,142.79321760032326,45.89842590037733,0.9631365998648107,2.4849250000000005,0.0
ZTF19abtcapa,29,13,16,62.97960649989545,15.98145839991048,0.9026562499348074,1.4927080000000004,0.0
ZTF19acwrqtv,17,10,7,17.020219900179654,7.93567130016163,0.07083334983326495,0.6975520000000017,0.0
ZTF19acvwllm,30,13,17,56.93807870009914,15.897523100022227,0.08598379977047443,1.6385100000000001,0.0
ZTF19acwrujg,26,10,16,59.93028929969296,10.08496529981494,0.9852545997127891,2.6727290000000004,0.0
ZTF19acxgwvo,12,5,7,43.0018402999267,13.052384300157428,2.9620717000216246,1.5299329999999998,0.0
ZTF19acxnemy,28,7,21,80.83128480007872,15.88695599976927,0.9987848000600934,2.2648079999999986,0.0
ZTF19acxphhl,36,19,17,31.05211800010875,8.953472200315446,0.02273150021210313,2.0390620000000013,0.0
ZTF19acxxwrs,23,6,17,46.861736100167036,10.835902699735016,0.9948669003788382,3.313611999999999,0.0
ZTF19acxmpnz,13,3,10,46.94210649980232,9.791238399688154,3.0079166498035192,2.6837729999999986,0.0
ZTF19acxmiyh,21,4,17,37.93462960002944,8.123669000342488,1.070393499918282,1.327415000000002,0.0
ZTF19acxndsk,79,28,51,82.00569440005347,9.958483799826354,0.8939872502814978,3.0818070000000013,0.0
ZTF19aafwrhf,13,3,10,45.904097200371325,11.965752299875021,2.9119502000976354,1.576976000000002,0.0
ZTF19acyjviz,65,29,36,87.91864579962566,7.95659719966352,0.03664350020699203,1.5525100000000016,0.0
ZTF19acxowrr,131,64,67,111.71835649991408,25.92562500014901,0.04575230018235743,1.4281159999999993,0.0
ZTF19acxrihd,17,7,10,49.003796299919486,13.01456019980833,2.9183101498056203,2.2309630000000027,0.0
ZTF18abakunn,17,5,12,1045.0972916996107,1007.1653934996575,2.4643229502253234,2.392893000000001,0.0
ZTF19acxyumq,60,28,32,85.92320600012317,8.957546300254762,0.9164468003436923,3.35801,0.0
ZTF19acxxwvi,18,4,14,35.89395840000361,8.932129600085318,1.933715300168842,2.108256000000001,0.0
ZTF19acxyfkf,43,17,26,74.73334489995614,10.134409700054675,0.9324883997905999,3.036441,0.0
ZTF19acyfkbf,21,7,14,63.931585600133985,12.008449000306427,3.0167998000979424,1.7141570000000002,0.0
ZTF19acygjmg,36,15,21,72.88074079994112,15.970844899769872,0.9791320003569126,2.8671599999999984,0.0
ZTF19acygjgx,15,5,10,41.85927090002224,9.792615700047463,1.808622700162232,1.566949000000001,0.0
ZTF19acyfakk,57,27,30,74.05619210004807,7.002766199875623,0.9433969501405954,3.0813500000000005,0.0
ZTF19acyitga,15,6,9,45.8786574001424,9.910810200031847,2.9919849501457065,1.712564999999998,0.0
ZTF19aczjsqn,20,7,13,35.898692099843174,10.920925899874419,0.10002319980412722,1.4560929999999992,0.0
ZTF19acyjysk,57,25,32,195.64238419989124,59.956828699912876,0.9638193999417126,2.0330130000000004,0.0
ZTF19acykjcw,24,11,13,61.04620369989425,10.001736199948937,2.9318403000943363,2.7620799999999974,0.0
ZTF19acyksfd,19,7,12,44.00423610024154,9.025486099999398,1.5218286500312388,2.5134430000000023,0.0
ZTF19acyldun,20,7,13,41.89728010026738,15.758981500286609,0.9805209003388882,1.4515160000000016,0.0
ZTF19acytidb,30,14,16,73.76074079982936,8.947881900239736,2.891041699796915,3.1877320000000005,0.0
ZTF19acynije,39,19,20,62.02815969986841,8.963020799681544,0.9862789500039071,3.1897640000000003,0.0
ZTF19aczllns,36,15,21,60.97221070015803,8.973750000353903,0.9481250001117587,2.0203450000000025,0.0
ZTF19acyogvo,23,8,15,43.95174770010635,9.911134299822152,0.9617013998795301,1.408840999999999,0.0
ZTF19acyqwlm,96,41,55,79.88759259972721,9.795833299867809,0.06651620008051395,3.476637,0.0
ZTF19acykqyr,17,8,9,46.018761599902064,7.96856479998678,2.970057899830863,1.7262459999999997,0.0
ZTF19acytcsg,104,43,61,146.8045139000751,20.874467600136995,0.16236110031604767,1.9747540000000008,0.0
ZTF19adakuos,14,4,10,43.070046299602836,11.908321699593216,2.965451399795711,1.928141,0.0
ZTF19acxxwiz,24,6,18,46.75493049994111,8.900902799796313,1.0684374999254942,1.9943939999999998,0.0
ZTF19adavzew,36,15,21,77.9156365999952,9.083148200064898,1.9554283004254103,1.8417270000000023,0.0
ZTF19acyogrm,30,5,25,65.92724540038034,10.000509300269186,1.0039583998732269,2.4620110000000004,0.0
ZTF19aczlldp,29,13,16,77.06245370022953,9.999050899874419,1.9765045999083668,1.2706969999999984,0.0
