ztf_id,label,redshift,dq_total_points,dq_g_frac,dq_r_frac,dq_span,dq_max_gap,dq_frac_imputed,dq_log_n,dq_sampling_density,g_peak,g_duration,g_nobs,g_wmean,g_rise,g_time_to_peak,g_fall,g_stability,g_skew,g_kurt,g_asymmetry,r_peak,r_duration,r_nobs,r_wmean,r_rise,r_time_to_peak,r_fall,r_stability,r_skew,r_kurt,r_asymmetry,peak_color,duration_ratio,abs_mag_g
ZTF18abjrfqx,SN Ia,0.04,33,0.42424242424242425,0.5757575757575758,57.8621642999351,3.982615699991584,0.0,1.5185139398778875,0.5703208720112983,17.690443,48.90362269990146,14,19.058906142857143,42.73778038214313,5.94944450026378,-18.540793523728013,0.2788538461538464,0.2705684655058871,-1.7175250971577745,0.1385067704615977,17.584896,57.8621642999351,19,18.560112684210527,32.968903598961305,8.979675900191069,-16.537222414138427,0.163833222222222,0.3190366818472498,-1.0757500033552205,0.18369923860582535,0.10554699999999784,0.8451744467490704,-18.479973030166843
ZTF22aamjqvc,SN II,0.03,34,0.47058823529411764,0.5294117647058824,49.9581250003539,4.9791204002685845,0.0,1.5314789170422551,0.6805699773512145,18.171558,49.92319450015202,16,19.167503125,28.40452969786018,14.99872690020129,-13.326241017023989,0.26520613333333287,0.017838087149142832,-1.1162819828954398,0.429461862440029,17.864988,47.999282400123775,18,18.444639666666667,33.66921415946267,14.98059029970318,-16.03654710567361,0.16446694117647057,0.5909779158528654,-0.8161282412525517,0.4537002935834747,0.3065700000000007,1.0400821013112331,-17.37416434712534
ZTF18abkhcwl,SN Ia,0.03164,30,0.4666666666666667,0.5333333333333333,49.90291659999639,7.963298600167036,0.0,1.4771212547196624,0.6011672672455015,16.413445,42.94350690022111,14,17.40541285714286,0.0,0.0,-58.08171289087902,0.2179773076923073,0.45643631074772373,-1.0873766759422694,0.0,16.661526,41.91925919987261,16,17.132121625,104.9855876397475,6.93983789999038,-41.387731589286986,0.11415973333333322,0.3808674168928815,-0.6781687995666688,0.19839773335569003,-0.2480809999999991,1.0244338215869904,-19.247853447655228
ZTF18abkhcrj,SN Ia,0.03823,32,0.4375,0.5625,58.94310180004686,6.0108333001844585,0.0,1.505149978319906,0.5428964377978249,17.62713,58.94310180004686,14,18.771154428571432,63.38361546127557,10.136979100294411,-16.681255487134415,0.3131733846153843,0.14464691808101815,-1.381223202389379,0.20769892258509254,17.410471,58.80959490034729,18,18.190180666666667,60.776951613247334,12.849791700020432,-19.524215504309936,0.19461964705882362,0.5154828612505332,-0.3676416798343771,0.279587613637324,0.21665899999999993,1.002270155064421,-18.44500756362217
ZTF18abjtgdo,SN Ia,0.07393,24,0.4166666666666667,0.5833333333333334,34.812245400156826,7.925706000067294,0.0,1.380211241711606,0.689412582386653,18.363695,17.083171300124377,10,18.6997955,8.553629762383478,3.06115740025416,-16.28041082383597,0.11026655555555583,0.24952950791913944,-1.5186705854297042,0.21831082340336955,18.413212,34.812245400156826,14,18.97736528571429,19.99252916945234,5.860544000286609,-9.76400770036017,0.13516969230769285,0.18346171339294176,-0.9990585517895063,0.20242485646501177,-0.04951700000000159,0.49072305172384595,-19.140524604514617
ZTF18ablhvfr,SN Ia,0.085,21,0.42857142857142855,0.5714285714285714,44.93753470014781,5.996666700113565,0.0,1.3222192947339193,0.4673153554178157,18.404037,41.916539300233126,9,19.181623333333334,30.333886203898103,7.925706000067294,-11.145739223236784,0.38901675000000013,0.6547519783620344,-0.509182084635114,0.23317186519309682,18.64276,44.93753470014781,12,19.118045833333333,13.462322556615488,13.95553239993751,-6.883279167686697,0.18157618181818239,0.14787250514526906,-1.5044230286166986,0.45043997688434695,-0.23872300000000024,0.9327734505225374,-19.403173702098496
ZTF18aasprui,SN Ia,0.038,24,0.4166666666666667,0.5833333333333334,25.03623849991709,3.0050232000648975,0.0,1.380211241711606,0.9586104558030744,17.363016,17.96214129962027,10,18.060973299999997,88.12224173194556,11.969097299966961,-21.76436503684978,0.3471207777777789,1.2100923935203975,-0.03589436452689032,1.9971649299853895,17.480255,23.017627300228924,14,17.899936214285713,81.25961932590879,9.973738400265574,-30.36794428970249,0.19998107692307643,1.5273110361806237,1.1368992527628432,0.764629205044333,-0.11723900000000143,0.7803645903781589,-18.696018056611084
ZTF18abmmdif,SN Ia,0.075,23,0.391304347826087,0.6086956521739131,44.869247700087726,5.8871875000186265,0.0,1.3617278360175928,0.5126005266175887,18.274078,32.91131949983537,9,18.87847577777778,28.245984206115274,9.036898199934512,-15.775892131043362,0.29830562500000024,0.7236457353843087,-0.26891696031061674,0.3785179999304125,18.492077,44.84791670041159,14,18.984874357142857,14.840533153526598,14.902754700277,-8.327625402274933,0.14818530769230792,-0.14179030373789045,-1.4319962891889584,0.4976681942882801,-0.21799899999999894,0.7338427717765835,-19.26134439048553
ZTF18abltfho,SN IIn,0.055,24,0.4166666666666667,0.5833333333333334,45.98165509989485,5.980046299751848,0.0,1.380211241711606,0.5219472841475618,18.339235,42.98521990003064,10,18.594213399999997,17.05673349087851,16.045706099830568,-6.264668498741085,0.16329833333333355,1.5338211286592889,1.4652801736392282,0.5956197360811835,18.315676,45.96271999971941,14,18.59829435714286,16.10576428716874,18.996296299621463,-5.630484682173958,0.12047315384615367,1.4478340004249683,1.1586927240597067,0.7044425508879201,0.023558999999998775,0.9352192363788099,-18.522694520998247
ZTF18abmxdhb,SN Ia,0.07,39,0.358974358974359,0.6410256410256411,44.0394561002031,5.984618000220507,0.0,1.591064607026499,0.885569520006405,18.30366,25.082117999903858,13,18.705764076923078,29.70715719513843,6.962534700054675,-13.418021166949842,0.13989674999999982,0.12499547452659164,-1.3715356857355558,0.38425468096237225,18.429642,40.97233800031245,24,18.841250208333335,29.540305310803436,10.017858800012618,-7.1981540773483506,0.11719086956521722,0.7099797180304577,-0.49275902491848145,0.32363196082832446,-0.12598200000000048,0.6121719975978082,-19.081946273598312
